I came home one day and discovered that my sister had borrowed my  car and had gotten into an accident with it. My entire front  bumper was destroyed.	anger
When I heard the news that my grandfather had died.	sadness
When a friend of mine keeps telling me morbid things that  happened to his dog.	disgust
At a party in which I met an interesting female. We enjoyed  eachothers company, while slow dacing.	joy
A friend and I were going to have a study session together in  which we quiz ourselves in biology material. Because I believed I  didn't study enough. I feared I would fail.	fear
I live with my sister now and sometimes she angers me especially  when she thinks I don't keep the apt. clean enough.	anger
When I found out that I could not go to the concert (after buying  the tickets) because of a biology test which occurred the morning  after.	sadness
Right now I volunteer at a hospital. Yesterday, Halloween, I  dressed up as a doctor and went to work. The volunteer  coordinator told me after my shift that it was dangerous to have  done what I did.	disgust
Last year my freshman yr. It was a day in March I did well on  some tests. I seemed to finally adjust to college, it was hot and  sunny. I was walking in front of a frat. when I heard Beach Boys  "Surfin'USA". I had this overwhelming feeling that to be at CAL  was good. I still have it somewhat.	joy
During one year my mother almost had a nervous breakdown and my  father had a serious operation. I was afraid that our family (4  kids, I'm the oldest) wouldn't hold together. Everything turned  out fine.	fear
Last semester when I dated a girl whom I've known for almost a  year. However one night she said she wanted us to be "just  friends". I confided this to a friend Jim I was really suffering.  A month or two later he broke up with his old girlfriend and they  started going out regularly. I have no girlfriend nor have I had  a romantic relationship of any significance. I feel some anger  but we are friends again.	anger
When I was a Sr. in HS. one of the class counselors died of  hepatitis. She was very sensitive. She knew my shyness and drew  me out to improve myself image. I missed her funeral - so I could  not publically grieve. My parents didn't understand.	sadness
I applied for a job of GALSO counselor and I made the strongest  possible application but was denied an interview. I felt  disgusted at the system which by promoting the cause of  minorities makes employing whites lowest priority.	disgust
Someone (a boy) paid special attention to me.	joy
Getting back my Psych 140 midterm.	fear
My roommate leaving my drawers in a mess after plowing thourgh  them looking for something.	anger
My friend who was in the Bago was kicked out of the sorority.	sadness
A friend of mine had sex with someone of a different race on a  Winnebago trip down to USC in front of everyone (all my friends  embarrassed my sorority house name).	disgust
My last genetices midterm - a decent grade.	joy
A certain night during initiation. 	fear
When someone threw a firecracker into my room at 7:00 am in the  morning.	anger
A close friend of the family died.	sadness
When other people refuse to do their house jobs and give the  work to someone else.	disgust
I received an unexpected B+ on an engineering midterm. I did not  study nearly as much as I should have and it was a difficult  test.	joy
I could not do the questions on my math midterm.	fear
I was supposed to meet my girlfriend at a pre-arranged place but  it took me an hour to find her.	anger
My grandmother died over the summer. I knew her very well, she  baked great biscuits. She was in the hospital but expected to  improve and go home soon. She died in her sleep.	sadness
I saw part of a Prince video with him crawling out of a bath tub.	disgust
Finding out my grades at the end of my freshman year.	joy
When I was going to bring back my girlfriend to LA to meet my  parents.	fear
When I found out that my good friend and roommate did not pay the  phone bill and electric bill like he promised and let me down.	anger
When I found out that my girlfriend would not be coming back to  UCB for one semester, but would be living in San Jose.	sadness
Finding out my grades at the end of my Sophomore year.	disgust
Going to Chico to visit a friend.	joy
First day back on the job.	fear
When the person I'm having the affair with won't talk to me in  public.	anger
My roommate's sister committed suicide.	sadness
When I was getting so fat.	disgust
When  fell in love with my present girlfriend.	joy
When there was a bomb threat in Tolman Hall. This was the first  time that I felt my life could be in danger.	fear
When people would tell me that my ex-girlfriend was playing  around on me.	anger
When my grandmother passed away.	sadness
When I study my butt off for a midterm and still get an average  grade.	disgust
I got a very good grade on one of my midterms a few weeks ago.	joy
My mom called early in the morning (On a Monday) and I had just  seen her that weekend. I couldn't understand what could be so  important as to make her call at such a strange hour. I missed  the call and had to call her back that afternoon.	fear
My peers didn't want me to meet someone during rush for fear that  I would give her a bad outlook on our Sororoty house. I shouldn't  have seen this, but they blew and I did.	anger
I was told that a friend of a friend committed suicide.	sadness
Doing poorly on a midterm.	disgust
When I had achieved a goal indirectly. I work for CAL Football  and our 2nd win of the season was very gratifying and brought  our joy because of the hard work involved and the fact that no  one expected we would win.	joy
Upon reading a story on a serial killer by the name of Henry Lee  Lucas who has been given the distinction of killing more people  that any other man. I began to wonder if I should take more care  for my safety.	fear
I had worked long and hard on a project when a friend  inadvertantly destroyed it. I could not forgive him for a long  time. And at times still get angry at him.	anger
When a pet died. The pet was the closest friend I had for 15  years.	sadness
When people/press analyze a particular newsworthy item (CAL  Football team) which I am a member and can only see the situation  in a bad light and always put the team down.	disgust
Getting my accentance letter from CAL. 	joy
One summer when I was camping with friends they devised and  elaborate plan to scare me by having our camp attecked by a wild  animal (one of them) and then convincing the campground was  the home of a satanic organization.	fear
I went out dancing and found my boyfriend kissing another girl.	anger
At the end of my senior yr. in high school I found out that a  friend of mine I knew had cancer had been diagnosed as terminally  ill.	sadness
Sitting in the dorm when the guys were verbally reading letters  in Penthouse.	disgust
Today I did a lot better on my architecture project than I  expected.	joy
When I was little I lost control of my bike and started to go  into a buay intersection but my neighbor stopped me just in time.	fear
This summer I got into a fight with one of our patrons (at a  theatre). He hit me and I hit him and her friend, he hit my friend  and we all hit eachother.	anger
This monday I took a Math 1BS test and flunked for the second  time.	sadness
When I found out the CIA was mining Nicaraguan harbors.	disgust
When I received a letter of acceptance to CAL.	joy
A time when I was very afraid of something was when I broke my  father's antique lamp.	fear
When someone told a secret I told them not to tell.	anger
When my mother was very sick and almost died.	sadness
When I saw President Reagan get elected.	disgust
I gave my mom a gift she wanted for years. I raflected her joy.	joy
Walking through campus at night a squirrel jumped in front of  me.	fear
After a long trip in my dad's van without incident I stopped to  fill the tank with gas and dented the side of the van against the  pole. Then my cars electrical system would not work when I tried  to drive home from his house.	anger
At one point in a relationship, my boyfriend was seeing an old  flame more than me. At our confrontation tears were shed.	sadness
When a skunk invaded camp.	disgust
When I finally got a job after days of wondering whether I would  be hired or not and counting on the money that it would bring.	joy
When I had to walk home in the dark for the first time. 	fear
A time when, as part of my work, I was sent out actually sort of  volunteered to run an errand for someone who had no authority to  send me out and the address was very far especially on foot and  turned out to be incorrect too. The whole trip was a waste.	anger
When my boyfriend said he did not want to see me anymore (which  turned out to be untrue).	sadness
When my roommate forgets to flush the toilet.	disgust
Yesterday when I received a B on a history midterm. I felt  overjoyed after having received C's previously.	joy
When I began school at UC. The pre-enrollment the classes, and  the question of success really scared me.	fear
A month ago when one of my fellow workers got a promotion over  me. It was just a small promotion but recognition was involved.	anger
When another fellow worker decided to leave the company. We had  been very close and we would not be able to work with eachother  any longer.	sadness
Through the media and their presentation of a kidnapped child who  was raped.	disgust
When I drove partially across the country with my father. We  stopped in a few towns and stayed overnight in motels. The joy I  got was from the feedom I felt and the real beauty of the  country.	joy
One day before Christmas, I went shopping with my brother and his  friend. We had a good time. But on the way home we were almost in  an accident because the weather was bad.	fear
I can't remember being truly angry. Usually it's just  disappointment that I feel. One situation would be with my  brother. He and I used to be close but now he seems to be  avoiding me.	anger
4 years ago my family decided to move from New York to  California. From the time we decided to move until the time we  left, I realized how much my friends cared for me. When we left  and for a long time after that I was very sad.	sadness
Once when I was babysitting for some neighbors children I found  roaches in ther bathroom. I had never seen a roach before but I  called my mother to make sure that's what they were. And she came  over and checked.	disgust
The last time I had sex.	joy
after getting a fail notice for a math class, I realized I was  not doing very well in school in any subject. I began to fear  failing a class or two.	fear
Physically fighting with my girlfriend because she just walked  out of a room of my friends and had pushed and cursed at me when  I went to find her.	anger
Hearing about a friend back home that had to have his stomach  pumped because he had overdosed on pills.	sadness
After learning on the news about this man who killed more than  300 women and habitually copulated into their inert bodies.	disgust
Reading a letter from a close friend who said he missed me and  cared for me.	joy
Going to CAL not knowing anyone.	fear
When a close friend did not write.	anger
Leaving high school.	sadness
When my roommate came home at 10 in the morning after sleeping  with a guy she did not know because she got drunk. (Se has a  boyfriend too).	disgust
I went home and visited with my family and friends.	joy
Taking a chemistry midterm.	fear
While I was away for the weekend some friends went into my room  and played my very expensive stereo without asking me or my  roommate.	anger
I asked a girl out on a date and she said no.	sadness
I was playing a sport in an advanced PE class and many of the  people were not advanced.	disgust
Returning to school and rejoining my girlfriend after 3 months of  separation from summer.	joy
Waiting for my girlfriend to come from her apt. to mine. She was  very late and I thought something awful had happened.	fear
I bought a new bed for my apt. and it squeaks when you move on  it. I tried to fix it but could not.	anger
Finding out that my grandfather had died. He lived in England and  I had not seen him for 10 years.	sadness
Cleaning the bathroom of my apt. and realizing my roommate who  had lived there all summer by himself had never cleaned the  place.	disgust
My boyfriend and I were getting dressed up and putting make-up  on to go to a Halloween Party. We were dressing up to be two  mimes. It was very enjoyable and I thought we looked really good,  it was an accomplishment. We were alone in his house.	joy
I needed a recommendation for something. I decided that the best  person to get one from was a professor who I had never talked to  before. I felt a lot of fear going up after class to ask him to  recommend me considering he had never heard my name before. But I  did.	fear
I had been searching for housing for Fall at UCB and I was  finally offered a place - then an ordeal followed, first I  accepted then refused - related to my parents judgment (they're  paying for me). Turns out that I was so upset at what my Dad said  to me that I hung up on him. He called back and threatened to cut  me off financially and emotionally.	anger
We got news that my (almost) 21 years old brother died while  visiting Europe of a cerebral hemorhage. It finally hit me an  hour after we saw his corpse in the coffin. It felt like a door  between himself and everything had closed and locked forever.	sadness
I was reading in the paper the feature on Henry Lucas who claims  to have killed 380 people. He was a recreational killer and a  necrophiliac and zoophiliac. He has raped and beaten many women  and killed men too.	disgust
When I found our my mother didn't have cancer.	joy
I was alone and someone tried to break in from our back door.	fear
When some friends betrayed my friendship.	anger
When I did bad on a chamistry midterm which I could have done  well.	sadness
When an employer of my younger sister (17 yrs) made a "pass" at  her.	disgust
Riding home from school after completing two midterms in two  days, and feeling I did well on them.	joy
Occured while preparing for a midterm in Social Welfare that I  thought was going to be very hard and felt unprepared for.	fear
Argument with roommate over a lock he had put on kitchen cupboard  without telling anyone.	anger
Day time robbery of our house.	sadness
Robbery mentioned under sadness.	disgust
When I found out I got accepted to Berkeley.	joy
Before I moved away from home, I feared leaving.	fear
When a friend carelessly broke and object in my parent's house  and did not apologize, or pay, or anything.	anger
I felt sadness when my grandfather died.	sadness
This person I know lied about how much income his parents made  and received money through grants which he did not need. Another  person is barely making it, did not lie, and did not receive  enough money.	disgust
On my birthday, my closest friends were here at Berkeley pithched  in a lot of money each and bought me ten records to replace some  of my records that were stolen. They threw a small surprise party  for me too.	joy
While skiing in Squaw Valley, I was riding up a chair lift and  right when the chair was above a sheer cliff of rocks, the chair  lift stopped and all the chairs sagged and everything seemed to  creak loudly.	fear
I received a poor grade on a midterm even though I got all the  right answers and knew the material. I went to the TA to try to  raise my grade and he wouldn't do it.	anger
My girlfriend wanted to breakup for an indefinite amt. of time.  She said that she couldn't commit herself fully to the  relationship without going out with other people. I was her first  boyfriend.	sadness
I read in the newspaper about a 21 yr. old woman who was found  naked and dead along a roadside. It turned out she had had two  relatives 14 and 19 who were kidnapped, raped and killed earlier.	disgust
Being involved in a car accident and having my thumb caught in  the glove compartment. My sister and I had a Fear of finally  telling my parents, since my sister was the driver.	fear
A co-worker and I had to rush a project. I was only working there  for one month and he for some years. Instead of letting me know  that he wanted to do the project himself, he went to the  superviser and let the superviser tell me to let the co-worker do  it himself since he was quicker at it.	anger
Losing a pet chick. Our family had just put the chick outside a  few days before and then one morning it was gone.	sadness
NO RESPONSE	disgust
I experienced joy at a friend's 22nd birthday party. We had good  food, good liquid, good company, good music, and an overall warm  atmosphere. The birthday girl and I communicate incredibly well.  I felt very content, warm and inspired just talking with her  giving her a neck massage.	joy
Two summers ago my best friend and I drove into unknown mountains  at midnight to pick up my broken car. We told one another  horrifically scary ghost/murder stories and succeeded in scaring  eachother pretty well - even though somewhere in our heads we  knew the fears were unjustified.	fear
I had just seen my pseudo-girlfriend and our conversation angered  me greatly.	anger
My grandfather died thirteen years ago.	sadness
When one individual takes advantage of and/or injures another  relatively defenseless individual, consciously. I feel disgust  mingled with anger. A person on my dorm floor verbally assaulted  another person for having a certain religious belief.	disgust
My parents and brother came up over the weekend. We are a very  close family. This was my first year away from home. They brought  one jacko-lantern with a new design. That is the old joke that  we have a great new design - it's always the same.	joy
I was to meet one of my friends (girl) at the library at 8:00  already dark. She would be walking alone. She was 45 minutes late  but I kept waiting, calling her room and other places she could  have been.	fear
While studying chemistry with a friend we became angry with  eachother because we were both fed up.	anger
I received a letter from my grandmother. She has obviusly  suffered a lot from my grandfather's suffering health. She  mentioned things she had gotten him and he would never use.	sadness
One of my good friends told people something I had told her  in confidence about someone else.	disgust
Football was a very big deal at my high school, so I was joyous  when my school's team won the conference championship last year.	joy
I was driving on to a busy freeway during rush hour and it was  slightly raining. A diesel truck was coming very close behind me  and I was close behind a pick-up. I changed lanes and barely hit  the truck and ran a Honda of the road. I was scared to death to  go back and see if I caused him to crash.	fear
I was really pissed when the Russians boycotted the '84 Olympics.  I had anger towards them and Jimmy Crter. I was very anxious to  see it.	anger
It made me very sad to hear that some construction company was  going to build houses on the beautiful hills by my house.	sadness
I vividly remember having feelings of disgust toward some of my  jr. high classmates who didn't work at all on their schoolwork  and who would coplain and take my tax money when I was older and  more successful than they were. At the time I pictured some  adults like this that I knew in the complaining situation.	disgust
I took a math midterm and I knew I did really well and it was  Friday so I felt great joy because the week was over and I did  well on a test.	joy
When  first came to CAL I went to a rally on Sproul and I later  learned that the rally was conducted by the Moonie cult. They  were taking pictures at the rally, so I was afraid that they  would circulate the pictures and then kidnap people. I did not  know how the cult worked. I was scared.	fear
When I was faced with writing an essay and I didn't want to do it  I was angry that I had to write an essay and angry at myself for  not having the time to write a good essay.	anger
I ran a race for the CAL track team and I did terribly and then  the coach said that I should sit out for the season. I felt  really sad because I wasn't going to be able to run. It was  something I always had done and now I couldn't do it anymore.	sadness
When I saw a girl in my economics discussion section smiling and  asking stupid questions to the TA. just to get attention. She was  obviously ass-kissing. It happens in every Econ. discussion held  weekly.	disgust
I had met someone and we became good friends. Our relationship  grew closer and now he is my boyfriend. I felt joy when I found  out how he felt about me.	joy
I feared that my dog's eye was infected too much. He had played  around in the weeds and a foxtail had gotten under his eyelid. I  took him to the vet and I feared that he may go blind because of  the foxtail.	fear
One of my friends kept criticizing me about everything I did. I  thought she was kidding, but later I found out that she was  serious.	anger
One of my relatives became seriously ill. I felt sad because I  didn't know if she will ever be the same again.	sadness
I felt disgusted when I found out that someone had betrayed me.  That person had been dishonest with me and I felt used.	disgust
I spoke with a friend on the phone who I haven't seen in many  years. It was a joyful event to talk to him.	joy
I was on this amusement park ride at Marriots Great America. It  went way up in the air and then around and around. Heights are  not my favorite spots in life.	fear
I typed up a letter for this physician at work. She didn't care  for my style, even though she was not using correct English. I  told her it was her letter and we would do it her way.	anger
Recently, my sister-in-law's horse was poisoned by a plant and  died. The horse was very obedient and exceptional with children.	sadness
I was disgusted at the behavior of these boys I work with in the  scouting program. They showed a lack of interest, unrest, and at  times just plain rude behavior.	disgust
My old boyfriend - yes the same one - asked me out. We had a good  time. Then he asked me out the following week. He actually took  interest.	joy
I was physically assaulted and sexually abused about a year ago.  Just the feeling that I might not get away intact, or even alive,  produced fear.	fear
My boyfriend breaking up with me about 7 months after I had an  abortion. Just the fact that he was ignoring me and continued to  do so.	anger
My nephew's mother just left one day (my brother and she were  not married). My nephew, Anthony, was shaken. I was sad for him  because a similar situation happened to me.	sadness
My friends and I were sitting at a restaurant. We were talking  and a few of them said awful things about women. I became  disgusted by their narrow-mindedness.	disgust
When I got accepted to CAL.	joy
My apartment has had three robberies in the last month. The guy  upstairs just got robbed making it the fourth.	fear
When my roommate's boyfriend assaulted me. He was threatening me,  calling me names and pushing me around.	anger
I was going to go on a vacation to Texas this summer but was  unable to go because of registration.	sadness
I didn't do very well on a midterm and I'm disgusted with myself  because I was prepared and thought I did well.	disgust
After being depressed because of a very bad relationship, my  first love called me and told me that he would always care for me  no matter what I did.	joy
When my exboyfriend threw me around the dorms because I was  talking on the phone to another guy of whom he was jealous,  after we had an argument in which I thought we broke up.	fear
When someone tried to rape one of my best friends and he claimed  it was her fault. He the hassled her, claimed she was loose, and  threatened to sue her.	anger
My mother kicked my surrogate father out and he in turn did not  care for the dog, Afthur, he bought for the family. His lack of  concern lead tho Arthur's death on the freeway. I loved Arthur  like a brother. He was easy to talk to.	sadness
I thought that the guy I had been associating with for over a  year went out 2 or 3 times with a high school girl whom he claimed  not to like.	disgust
I spent a lovely relaxing evening with my boyfriend. We played  games and talked all evening.	joy
When I walked to church with my roommate, a bum told us to call  the police and he started following us.	fear
When my roommate's moped was stolen I was very angry.	anger
When I heard my grandfather's wife had leukemia I was very sad.	sadness
I was disgusted to find out that the water isn't filtered or  purified before it leaves Latimer Hall from the drains.	disgust
Third highest grade in the class and the best answer given for  one question (the question was graded by the professor and he  indicated he liked my answer).	joy
In the recent lightning storm, bolts of lightning were hitting  close by (1/8 mile). I was in bed at the time and was afraid I  might be struck.	fear
We are repainting rooms in my house. My mother started to enact  plans to paint my room without consulting me.	anger
Recent break-up with my girlfriend. We had been together for over  a year. I was overseas and discovered over the phone (while I was  at work).	sadness
I attended a ceremony in Denmark which is comparable to our  Halloween. They build a large bonfire and place a life size dummy  of a witch. The crowd cheered when the dummy burst into flames.	disgust
After watching the 49ers lose game after game, year after year, I  was finally rewarded with a Super Bowl victory which made me  extremely happy.	joy
While swimming, I hit my head at the bottom of the pool and  required stitches. I later learned that the consequences could  have been much more severe and that terrified me.	fear
I was rushing home from school because there was a 49er game that  night. I got into a non-injury accident, which was all my fault,  but destroyed the front of my car. The truck I hit was undamaged.	anger
When I learned that my dad had cancer. I knew he was going to the  hospital for some tests. My mom told me when she picked me up one  weekend from CAL to take me home.	sadness
Now that the 49ers are winners, the fans are coming out of the  woodwork and jumping on the bandwagon and that disgusts me.	disgust
I felt joy when my boyfriend proposed to me in marriage.	joy
I felt fear when I was young and left in my big house all alone.	fear
After I said something that my boyfriend disagreed with, he  walked away from me without discussing what bothered him. I  became very angry with him for treating me this way. Yesterday,  November 14.	anger
I felt sad when my boyfriend and I were apart for some time.	sadness
I felt disgusted when I was in a restaurant which didn't appear  to be clean and orderly. (I do not like to be in unclean  environments).	disgust
After much trouble getting together in the first place my  boyfriend and I celebrated our first anniversary.	joy
I got caught shoplifting a package of gummy bears.	fear
Sometimes when I go to work my crazy boss (a hyper Jewish lawyer)  insists I do things his way (filing, typing, etc.). He sometimes  blames me for things I didn't do, and I can't yell back at him.	anger
Since I moved into the dorms and I've been spending most of my  free time with my boyfriend. I hardly see my old high school  friends. I had several bad incidents with my 2 past best friends.	sadness
I took a psych. experiment with a totally unappealing gay man as  the experimentor, some homosexuals are funny or cute, but this  guy was disgusting. Plus the experiment was about gays too.	disgust
Winning a close volleyball game. (I'm on the intercollegiate team  at CAL)	joy
Speaking in front of a large group of people.	fear
Same situation as before - having my car stolen.	anger
When a close friend drowned in the American River.	sadness
Getting a low grade on my physics midterm.	disgust
Getting sent on a company expense trip to another state to work  for a week at that plan.	joy
On my second plane trip, we ran into unexpected turbulence.	fear
Having my personal objects rearranged by someone else without my  consent and having it arranged to their taste. Then trying to  find a particular object they rearranged for an hour or more.	anger
Death of my father.	sadness
Getting back my math midterm, I received a lower grade than I  thought I would get. After going through the questions I felt  that the grader had graded harshly and I had made only a few ?  errors.	disgust
When I finished my C.S. Project I was overjoyed. I felt relieved  because it was due the next day and I was tired of looking at it.	joy
I overturned in a canoe a few years back and I didn't know how to  swim. Although I had a life-jacket on I still panicked.	fear
I came out of the house at 7:20 am Monday morning getting ready t  go to school and fight for a parking when I saw my car had a flat  tire.	anger
After my little sister's Graduation from High School my  grandmother became very sick. She passed away a few months later.	sadness
When I saw a wino by some cans with Food Stamps and use the  change to buy wine.	disgust
A party with no worries (i.e. no tests homework etc.) many  friends were present and good music.	joy
I'm afraid of not being able to go to the school I want because  of suffering grades.	fear
I was stood up for a date function by someone who I really cared  for.	anger
After blowing up and saying all the wrong things, I realized what  I had done and hurt that person and myself.	sadness
My friends aren't working for the same common goal we all need to  accomplish.	disgust
I realized the girl liked to be with me.	joy
That I would do bad in a class and not get into Bus school.	fear
When my dad told me about something he had done against my  mother.	anger
When I heard my sister got in a bad car accident.	sadness
An Engineer I know wants war so he can get a job making bombs.	disgust
When I passed the B.A exams with first class results.	joy
When my B.A results had not come.	fear
When I failed my S.S.C exam.	anger
When my sister left home to go and live with her husband.	sadness
I trusted a friend of mine, but she lied to me about something  and this disgusted me.	disgust
My first feeling of falling in love.  Coming across a person who  made me feel love, happiness, joy, giving me a new and beautiful  future, who made me dream.	joy
When I got to know that the friend I am closest to got engaged,  and she was going away.  I was overjoyed for her, but also felt  frightened as I was very emotionally dependent on her.  I did not  know what I would do without her.	fear
I was angry at my brother over an argument we had together.  We  do have a few fights from time to time, and also at times I take  out my anger on him.	anger
When I came to know that my feelings for someone were not  reciprocated.	sadness
I felt disgusted while studying for my applied psychology and  mental testing papers in B.A.	disgust
After my marriage I received the B.Sc results by post, I was very  happy to learn that I had got very good marks - first class.	joy
A few weeks back my daughter had very high fever and I was scared  that it might lead to brain damage or convulsions.	fear
I felt angry when my mother-in-law did not handle my daughter  properly and she fell down from the bed and hurt her head.	anger
I was very sad when I could not take the M.A (I) exams due to  illness, and a relative of mine disheartened me about it.	sadness
When my parents-in-law scolded me, without any reason, in front of the  other members of my family for the first time.  They had called  me from my room where I had been studying for my exams.	disgust
When my family allowed me to do higher studies.	joy
When I decided to separate from my husband.	fear
When my father talks about our relatives and favours them, I feel  angry.	anger
[ When my elders do not understand me in the right way.]	sadness
When my husband quarrelled with me for no reason at all.	disgust
I went for a walk on the beach with a friend whom I had not seen  for many months.  The weather was very pleasant, we had some  ice-cream and lots of fun on the beach.	joy
That day I was alone at home after coming home from school.  I did  not know where everyone else had gone, I kept waiting for them to  come back and nobody came.  It was getting very late and I was  terrified.	fear
I was walking on a street alone in the afternoon when there were  not too many people on the street.  A couple of guys were  following me and I was ignoring them.  Suddenly one of them came  in front of me and started using dirty language and harrassing  me.  I got very angry and wanted to strike back at them.	anger
A close friend of mine was to get married in a weeks time when  her father died of a heart-attack.  I knew him well and felt bad  on hearing of his death.	sadness
A girl, who is a friend of mine was having an affair with a boy  who is also a friend of mine.  I got to know that this girl was  also seeing another guy.  Later on, she just broke off with this friend  of mine without giving any explanations.  This made him sad and  depressed, and I felt disgust for this girl.	disgust
When I got permission to study at a place which was far away from my  home.	joy
I had gone to the hospital for my research and got late in  reaching home.  I feared that when I reached home there would be  a quarrel because of my being late.	fear
[ I feel angry when somebody is unjust to me.]	anger
[ I feel sad when somebody is unjust to me.]	sadness
When people around me did not understand me the right way.	disgust
When I went for a picnic in Lonavala, I felt full of joy.	joy
When my brother had an epileptic attack and I was scared as to  what would happen to him.	fear
I was angry this morning when I missed the train to university.	anger
When I missed my train this morning, I felt sad for some time.	sadness
When I had exams a relative of ours, who lives in another city, came to visit us and I felt disgusted at him.	disgust
I acted in an English play in college and got the Best Actress  award, while our play got the first place.	joy
I have done the teachers training course (B.Ed).  During our  training I was asked to handle the ninth standard class in a boys  school.  I was scared to face the class the first day.	fear
I was to meet a friend at the bus-stop (he was coming to visit  us) and he did not turn up.  After having waited for him for some time      (about an hour) I called him up, to be told that he did not  intend to come as he was feeling tired.	anger
When my sister died in a fire accident at home.	sadness
When my husband told me about his pre-marital affairs.	disgust
When I passsed the M.S.C board exams with first class, which I  had not expected.	joy
[ I have always been very scared and tense before an exam and  before the declaration of the results.]	fear
When my friend promised that she would come to my place, and did  not turn up - I was annoyed at her.	anger
[ When someone tells me something that hurts me, I feel bad about  it and also feel sad.]	sadness
I feel disgusted when people do not understand me in the right  way, i.e they misunderstand me.	disgust
I was very happy when I passed the B.A with first class marks.	joy
While trying to board a train I missed the footsteps and fell  down on the platform.	fear
I was having an argument with my brother on his behavior, then we   started fighting and I got annoyed at him because he started  teasing me.	anger
My best friend got married and left her home-town to go and live  in Poona.  After her wedding I felt sad.	sadness
I feel disgust at my neighbour, because she comes to our house with  her child, who spoils our furniture.	disgust
When I passed the B.A exams with first class results.	joy
When I was coming back home alone at night.	fear
When I failed the M.S.C exams.	anger
When my father was ill.	sadness
When my friend who is close to me got engaged and did not invite  me.	disgust
Last year I passed the B.A exams in Psychology in which I stood first  in my class.  Thus I got the first prize from the college.  I was  most happy to tell all this to my parents and friends.	joy
When I was 20 years old, I fell severely ill and was bed-ridden for  6 months.  I felt very scared for my health and my studies.	fear
A few months ago when I was teaching, I suddenly became very  angry at the children and slapped some of them.	anger
My friend got married and went abroad, this made me feel sad and  lonely.	sadness
When a begggar approached me for money, I felt disgusted.	disgust
When I got a first class in the twelveth standard exams, I was very  surprised and happy and I had a very good time with my friends.	joy
I had a very horrible dream one night, I dreamt that I had fallen  off a very crowded train.	fear
When I was at S.Y.Bajaj I wanted to get admission in another  college and this was not easy and I felt angry. 	anger
When my mother scolded me for something, very insignificant, without  knowing the real cause of what had happened. 	sadness
I feel disgusted at my cousin, who is bad-mannered, does not know  how to behave and talk to others, he does not respect elders and  lies all the time.	disgust
After completing high-school, I wanted to go abroad for a  holiday.  I had never been abroad before and neither had I taken  a holiday for a long time.  When finally my parents agreed and we  got the airplane tickets I was over joyed.	joy
It so happened that while staying at anaunt's place I discovered  that I was afraid of sleeping in pitch darkness.  The room  which my sister and I were sharing had no light, and I would  refuse to sleep without having the light of the adjoining  bathroom switched on.	fear
When I see people with burns I feel sad, actually I can not even  express my feelings as I think that they must suffer a lot.	sadness
I do not like one of our neighbours as they are very selfish.   Whenever they want something or need help they come to see us,   otherwise they do not even bother about people who live next to  them.	disgust
Day before yesterday my mother bought me a new pair of shoes,  without my having asked for them.  She told me that when she saw  the pair of shoes she felt like buying them for me.  I really  liked the shoes and they made me feel that my mother cares for  me.	joy
When for the first time I rode on a motorcycle with my brother.   He was going so fast that I felt that I would fall off without my  brother realizing it.	fear
One of my friends asked me to go shopping with her, another  friend of hers was also coming along.  During the outing they  kept talking to each other and I felt left out, even when I tried  to talk to them they seemed not to listen to me and did not pay  me much attention.	anger
Two years ago my best friend died in an accident, just a day  before my birthray.  We were very close to each other and I felt  very sad at loosing a close friend.	sadness
We had gone to our native village and I went to visit a tribal  group which believes in Goddess Kali.  As it was a festival day they  had to offer a hen to the Goddess so they cut the head off a hen  right in front of my eyes.  I felt disgusted and evenb gave up  eating meat after this incident.	disgust
When my daughter gave her solo dance performance in Poona and  there was a big applause, I was overjoyed.	joy
I was in a garden one evening and I saw a snake coming towards  me.	fear
I am separated from my husband.  The way he has behaved towards  me makes me angry.	anger
When my husband lied to me, tricked me and when I had to leave my  home.	sadness
The way my husband and his family treated me - unfairly, cruelly,  and unjustly.	disgust
When I got married.	joy
I was sitting on an electric swing, suddenly the machine went  out of order while I was still in the upward position.	fear
A girl whom I trusted and with whom I had shared personal, confidential  matters twisted the facts and told it to a common friend of ours.   When this common friend told me the version my friend had told  her, I was angry.	anger
When my elder sister died.	sadness
My husband falls ill and does not follow the doctor's advice on  the treatment or the diet control.	disgust
The day I got married was the happiest day of my life.  Both of  us felt that we were right for each other in every way and we had  no doubts about our compatibility right from the day we got  engaged.	joy
[ No response.]	fear
One morning I was standing at the bus-stop and the bus passed by  without stopping, even though there were only 8-10 passengers  inside.  I felt angry at the rude behaviour of the bus driver and   conductor.	anger
At the death of my friend's father and especially as this  happened ten days before her wedding.	sadness
I was disgusted at the existing red-tape in the government  offices.  I accquired my passport three months after having applied for  it and I had to go back five times to them to correct a minor  error.	disgust
When I succeeded in achieving a scholarship for which I had  strived hard during a period of financial, personal and physical  stress.	joy
When I had to travel alone, unescorted for the first time.     It  was an over-night journey by train to a distant place.	fear
I was not given a chance to explain to my close relatives as to  why I could not go to visit them when they were ill.  When I did  go, they thought that I had been selfish and irresponsible during their illness.	anger
I put in two years of hard work and it was neither looked at nor  appreciated.	sadness
Despite my being affectionate, sincere, and helpful to close   relatives of mine; they turned around and accused me of being  inconsiderate in my relationship with them.	disgust
